track,artistname,artist_count,releasedyear,releasedmonth,releasedday,spotify_playlists,spotify_charts,streams,apple_playlists,apple_charts,deezer_playlists,deezer_charts,shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,country_mb,tags_lastfm
good days,sza,1,2020,12,24,10426,2,826623384,133,109,182,1,10,121,c#,minor,46,53,78,23,0,72,6,united states,soul; electronic; rnb; alternative rnb; female vocalists; neo-soul; alternative; american; seen live; hip-hop; indie; r&b; neo soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; usa; urban; psychedelic soul; funk; underground hip-hop; psychedelic; dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; all; disappointing; cloud rap; pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; maplewood; newbreed; futuregaze; indie soul; popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; ab-soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative r&b; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb
i hate u,sza,1,2021,12,3,4094,0,356709897,66,96,43,0,0,107,g,minor,54,41,39,51,0,11,16,united states,soul; electronic; rnb; alternative rnb; female vocalists; neo-soul; alternative; american; seen live; hip-hop; indie; r&b; neo soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; usa; urban; psychedelic soul; funk; underground hip-hop; psychedelic; dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; all; disappointing; cloud rap; pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; maplewood; newbreed; futuregaze; indie soul; popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; ab-soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative r&b; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb
low,sza,1,2022,12,9,1911,0,272377463,23,71,14,0,9,145,nan,minor,70,34,55,43,0,16,6,united states,soul; electronic; rnb; alternative rnb; female vocalists; neo-soul; alternative; american; seen live; hip-hop; indie; r&b; neo soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; usa; urban; psychedelic soul; funk; underground hip-hop; psychedelic; dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; all; disappointing; cloud rap; pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; maplewood; newbreed; futuregaze; indie soul; popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; ab-soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative r&b; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb
notice me,sza,1,2022,12,9,819,0,62019074,14,22,0,0,0,160,f,major,72,78,68,28,0,11,12,united states,soul; electronic; rnb; alternative rnb; female vocalists; neo-soul; alternative; american; seen live; hip-hop; indie; r&b; neo soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; usa; urban; psychedelic soul; funk; underground hip-hop; psychedelic; dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; all; disappointing; cloud rap; pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; maplewood; newbreed; futuregaze; indie soul; popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; ab-soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative r&b; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb
seek & destroy,sza,1,2022,12,9,1007,0,98709329,5,31,1,0,0,152,c#,major,65,35,65,44,18,21,7,united states,soul; electronic; rnb; alternative rnb; female vocalists; neo-soul; alternative; american; seen live; hip-hop; indie; r&b; neo soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; usa; urban; psychedelic soul; funk; underground hip-hop; psychedelic; dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; all; disappointing; cloud rap; pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; maplewood; newbreed; futuregaze; indie soul; popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; ab-soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative r&b; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb
gone girl,sza,1,2022,12,9,892,0,65362788,3,17,2,0,0,150,f,major,43,42,44,57,0,15,6,united states,soul; electronic; rnb; alternative rnb; female vocalists; neo-soul; alternative; american; seen live; hip-hop; indie; r&b; neo soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; usa; urban; psychedelic soul; funk; underground hip-hop; psychedelic; dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; all; disappointing; cloud rap; pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; maplewood; newbreed; futuregaze; indie soul; popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; ab-soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative r&b; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb
kiss me more (feat. sza),"sza, doja cat",2,2021,4,9,15867,0,1575467011,382,65,497,0,12,111,g#,major,77,74,66,30,0,13,3,nan,nan
used (feat. don toliver),"sza, don toliver",2,2022,12,8,1042,0,94005786,7,29,3,0,0,150,a#,minor,73,71,69,53,0,32,9,nan,nan
ghost in the machine (feat. phoebe bridgers),"sza, phoebe bridgers",2,2022,12,9,1634,0,110073250,16,20,4,0,0,125,f#,major,62,59,43,84,3,11,5,nan,nan
open arms (feat. travis scott),"sza, travis scott",2,2022,12,8,1420,4,155653938,13,87,17,0,46,78,a,major,67,22,59,76,1,15,16,nan,nan
vibe (feat. jimin of bts),"taeyang, jimin",2,2023,1,13,415,2,152850295,15,40,21,1,15,100,nan,major,79,60,68,7,0,26,4,nan,nan
shoong! (feat. lisa of blackpink),"taeyang, lisa",2,2023,4,25,351,9,76910644,16,90,10,0,64,110,b,minor,76,26,70,1,0,41,6,nan,nan
mojabi ghost,"tainy, bad bunny",2,2023,6,29,859,40,61245289,35,109,41,14,211,122,f#,minor,81,74,71,14,0,56,4,nan,nan
rara vez,"taiu, milo j",2,2023,2,8,893,38,248088961,19,23,24,3,88,120,f,minor,84,96,71,18,0,34,17,nan,nan
she's all i wanna be,tate mcrae,1,2022,2,4,2711,0,343197054,105,12,51,0,12,160,d,minor,61,65,64,1,0,12,4,nan,nan
you broke me first,tate mcrae,1,2020,4,17,6638,0,1180094974,167,19,318,0,1,124,e,major,64,8,37,79,0,9,5,nan,nan
this love (taylorï¿½ï¿½ï¿½s ve,taylor swift,1,2022,5,6,1492,0,132171975,26,2,15,0,2,144,e,major,47,7,50,32,0,7,4,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
august,taylor swift,1,2020,7,24,7324,22,607123776,25,81,61,1,44,90,f,major,51,42,61,53,0,9,3,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
all of the girls you loved before,taylor swift,1,2019,8,23,1282,6,185240616,26,6,19,0,5,96,d,major,72,40,47,71,0,13,4,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
"would've, could've, should've",taylor swift,1,2022,10,21,1715,0,177503916,4,5,8,0,0,158,g,major,48,55,84,43,0,15,12,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
cardigan,taylor swift,1,2020,7,24,7923,29,812019557,106,112,142,4,215,130,nan,minor,61,53,58,55,0,27,4,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
enchanted (taylor's version),taylor swift,1,2023,7,7,148,24,39578178,32,93,8,2,5,82,g#,major,51,22,53,1,0,15,3,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
enchanted,taylor swift,1,2010,1,1,4564,16,621660989,24,101,113,0,40,164,g#,major,45,24,62,8,0,16,3,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
hits different,taylor swift,1,2023,5,26,547,0,68616963,15,15,6,0,0,106,f,major,67,24,78,15,0,30,4,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
maroon,taylor swift,1,2022,10,21,2304,0,317726339,12,16,14,0,0,108,g,major,64,4,40,6,0,10,6,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
donï¿½ï¿½ï¿½t bl,taylor swift,1,2017,11,8,4875,23,685032533,19,45,0,0,10,136,a,minor,62,19,53,11,0,6,4,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
labyrinth,taylor swift,1,2022,10,21,1597,0,187339835,6,3,15,0,0,110,nan,major,48,15,31,80,22,12,4,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
"you're on your own, kid",taylor swift,1,2022,10,21,2537,2,348647203,8,18,20,0,1,120,d,major,69,40,39,41,0,13,6,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
lover,taylor swift,1,2012,1,1,8448,23,882831184,160,110,163,0,5,206,g,major,43,50,55,50,0,15,10,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
you belong with me (taylorï¿½ï¿½ï¿½s ve,taylor swift,1,2021,4,9,2619,12,350381515,47,90,1,0,7,130,f#,major,63,49,73,5,0,9,3,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
back to december (taylor's version),taylor swift,1,2023,7,7,139,17,39228929,16,72,5,0,8,142,d,major,50,20,64,1,0,12,3,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
sweet nothing,taylor swift,1,2022,10,21,1747,0,186104310,9,6,13,0,2,177,nan,major,34,39,16,97,0,12,5,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873,328,70,"1,378",9,20,160,g,major,65,95,80,5,0,41,16,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
lavender haze,taylor swift,1,2022,10,21,3763,8,488386797,51,43,38,10,1,97,a#,major,73,10,44,26,0,16,8,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
mastermind,taylor swift,1,2022,10,21,1936,0,218320587,7,5,13,0,0,126,e,major,66,12,35,55,0,9,14,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
karma,taylor swift,1,2022,10,21,3818,23,404562836,37,55,32,0,272,90,g#,major,64,10,62,7,0,48,7,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
all too well (10 minute version) (taylor's version) (from the vault),taylor swift,1,2021,11,12,4635,5,583687007,50,49,30,1,2,93,nan,major,63,21,52,28,0,9,3,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
style,taylor swift,1,2014,1,1,7830,42,786181836,94,111,151,4,82,95,d,major,60,48,79,0,0,12,4,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
cruel summer,taylor swift,1,2019,8,23,7858,100,800840817,116,207,125,12,548,170,a,major,55,58,72,11,0,11,15,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
anti-hero,taylor swift,1,2022,10,21,9082,56,999748277,242,142,165,9,310,97,e,major,64,51,63,12,0,19,5,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
the great war,taylor swift,1,2022,10,21,1274,0,181382590,1,6,11,0,0,96,f,major,57,55,74,22,0,8,4,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
blank space,taylor swift,1,2014,1,1,11434,53,1355959075,154,123,410,2,81,96,f,major,75,57,68,9,0,13,6,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
mine (taylor's version),taylor swift,1,2023,7,7,99,15,36912123,21,52,6,1,0,121,g,major,65,49,78,0,0,17,4,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
vigilante shit,taylor swift,1,2022,10,21,1948,0,253650850,12,9,16,0,0,80,e,minor,80,16,28,17,0,12,39,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
better than revenge (taylor's version),taylor swift,1,2023,7,7,86,11,30343206,3,33,3,0,1,146,b,minor,50,67,89,0,0,19,8,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
bigger than the whole sky,taylor swift,1,2022,10,21,1180,0,121871870,4,0,8,0,0,166,f#,major,42,7,24,83,1,12,6,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
i can see you (taylorï¿½ï¿½ï¿½s version) (from the,taylor swift,1,2023,7,7,516,38,52135248,73,119,42,1,150,123,f#,major,69,82,76,6,0,6,3,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
bejeweled,taylor swift,1,2022,10,21,2699,0,328207708,39,35,22,2,0,164,g,major,70,39,56,6,0,9,7,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
question...?,taylor swift,1,2022,10,21,1608,0,223064273,10,3,12,0,0,109,g,major,75,11,50,20,0,30,17,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
midnight rain,taylor swift,1,2022,10,21,2612,4,433356509,19,29,21,0,0,140,nan,major,64,18,37,72,0,12,7,united states,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; love; 00s; contemporary country; usa; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; world music; sunflower; skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; awesome; sweet; synthpop; favorite; female country; legend; talented; love story; 2000s; lovely
karma (feat. ice spice),"taylor swift, ice spice",2,2023,5,26,588,0,46142772,23,21,31,0,0,90,g#,major,62,7,62,6,0,58,6,nan,nan
snow on the beach (feat. lana del rey),"taylor swift, lana del rey",2,2022,10,21,2415,0,323437194,33,57,30,0,11,110,a,major,66,19,32,69,0,12,4,nan,nan
